trade_date,rule_id,level,field,count
1997-07-21,MISSING_VALUE,WARN,amount,127
1997-07-22,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,2
1997-07-22,MISSING_VALUE,WARN,amount,127
1997-07-23,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1997-07-23,MISSING_VALUE,WARN,amount,127
1997-07-24,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1997-07-24,MISSING_VALUE,WARN,amount,127
1997-07-25,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,3
1997-07-25,MISSING_VALUE,WARN,amount,127
1997-07-28,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,6
1997-07-28,MISSING_VALUE,WARN,amount,127
1997-07-29,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1997-07-29,MISSING_VALUE,WARN,amount,127
1997-07-30,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1997-07-30,MISSING_VALUE,WARN,amount,127
1997-07-31,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,2
1997-07-31,MISSING_VALUE,WARN,amount,127
1997-08-01,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1997-08-01,MISSING_VALUE,WARN,amount,127
1997-08-04,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1997-08-04,MISSING_VALUE,WARN,amount,127
1997-08-05,MISSING_VALUE,WARN,amount,127
1997-08-06,MISSING_VALUE,WARN,amount,127
1997-08-07,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1997-08-07,MISSING_VALUE,WARN,amount,127
1997-08-08,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1997-08-08,MISSING_VALUE,WARN,amount,127
1997-08-11,MISSING_VALUE,WARN,amount,127
1997-08-12,MISSING_VALUE,WARN,amount,127
1997-08-13,MISSING_VALUE,WARN,amount,127
1997-08-14,MISSING_VALUE,WARN,amount,127
1997-08-15,MISSING_VALUE,WARN,amount,127
1997-08-18,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1997-08-18,MISSING_VALUE,WARN,amount,127
1997-08-19,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,2
1997-08-19,MISSING_VALUE,WARN,amount,127
1997-08-20,MISSING_VALUE,WARN,amount,127
1997-08-21,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1997-08-21,MISSING_VALUE,WARN,amount,127
1997-08-22,MISSING_VALUE,WARN,amount,127
1997-08-25,MISSING_VALUE,WARN,amount,127
1997-08-26,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1997-08-26,MISSING_VALUE,WARN,amount,127
1997-08-27,MISSING_VALUE,WARN,amount,127
1997-08-28,MISSING_VALUE,WARN,amount,128
1997-08-29,MISSING_VALUE,WARN,amount,128
1997-09-01,MISSING_VALUE,WARN,amount,128
1997-09-02,MISSING_VALUE,WARN,amount,128
1997-09-03,MISSING_VALUE,WARN,amount,128
1997-09-04,MISSING_VALUE,WARN,amount,128
1997-09-05,MISSING_VALUE,WARN,amount,128
1997-09-08,MISSING_VALUE,WARN,amount,128
1997-09-09,MISSING_VALUE,WARN,amount,128
1997-09-10,MISSING_VALUE,WARN,amount,128
1997-09-11,MISSING_VALUE,WARN,amount,128
1997-09-12,MISSING_VALUE,WARN,amount,128
1997-09-15,MISSING_VALUE,WARN,amount,129
1997-09-16,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1997-09-16,MISSING_VALUE,WARN,amount,129
1997-09-17,MISSING_VALUE,WARN,amount,129
1997-09-18,MISSING_VALUE,WARN,amount,129
1997-09-19,MISSING_VALUE,WARN,amount,129
1997-09-22,MISSING_VALUE,WARN,amount,129
1997-09-23,MISSING_VALUE,WARN,amount,129
1997-09-24,MISSING_VALUE,WARN,amount,129
1997-09-25,MISSING_VALUE,WARN,amount,129
1997-09-26,MISSING_VALUE,WARN,amount,129
1997-09-29,MISSING_VALUE,WARN,amount,130
1997-09-30,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1997-09-30,MISSING_VALUE,WARN,amount,130
1997-10-06,MISSING_VALUE,WARN,amount,130
1997-10-07,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,3
1997-10-07,MISSING_VALUE,WARN,amount,130
1997-10-08,MISSING_VALUE,WARN,amount,130
1997-10-09,MISSING_VALUE,WARN,amount,130
1997-10-10,MISSING_VALUE,WARN,amount,130
1997-10-13,MISSING_VALUE,WARN,amount,130
1997-10-14,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1997-10-14,MISSING_VALUE,WARN,amount,130
1997-10-15,MISSING_VALUE,WARN,amount,130
1997-10-16,MISSING_VALUE,WARN,amount,130
1997-10-17,MISSING_VALUE,WARN,amount,130
1997-10-20,MISSING_VALUE,WARN,amount,131
1997-10-21,MISSING_VALUE,WARN,amount,130
1997-10-22,MISSING_VALUE,WARN,amount,130
1997-10-23,MISSING_VALUE,WARN,amount,130
1997-10-24,MISSING_VALUE,WARN,amount,130
1997-10-27,MISSING_VALUE,WARN,amount,130
1997-10-28,MISSING_VALUE,WARN,amount,130
1997-10-29,MISSING_VALUE,WARN,amount,130
1997-10-30,MISSING_VALUE,WARN,amount,130
1997-10-31,MISSING_VALUE,WARN,amount,130
1997-11-03,MISSING_VALUE,WARN,amount,131
1997-11-04,MISSING_VALUE,WARN,amount,131
1997-11-05,MISSING_VALUE,WARN,amount,131
1997-11-06,MISSING_VALUE,WARN,amount,131
1997-11-07,MISSING_VALUE,WARN,amount,131
1997-11-10,MISSING_VALUE,WARN,amount,131
1997-11-11,MISSING_VALUE,WARN,amount,131
1997-11-12,MISSING_VALUE,WARN,amount,131
1997-11-13,MISSING_VALUE,WARN,amount,131
1997-11-14,MISSING_VALUE,WARN,amount,131
1997-11-17,MISSING_VALUE,WARN,amount,131
1997-11-18,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1997-11-18,MISSING_VALUE,WARN,amount,131
1997-11-19,MISSING_VALUE,WARN,amount,131
1997-11-20,MISSING_VALUE,WARN,amount,131
1997-11-21,MISSING_VALUE,WARN,amount,131
1997-11-24,MISSING_VALUE,WARN,amount,131
1997-11-25,MISSING_VALUE,WARN,amount,131
1997-11-26,MISSING_VALUE,WARN,amount,131
1997-11-27,MISSING_VALUE,WARN,amount,132
1997-11-28,MISSING_VALUE,WARN,amount,132
1997-12-01,MISSING_VALUE,WARN,amount,132
1997-12-02,MISSING_VALUE,WARN,amount,132
1997-12-03,MISSING_VALUE,WARN,amount,132
1997-12-04,MISSING_VALUE,WARN,amount,132
1997-12-05,MISSING_VALUE,WARN,amount,132
1997-12-08,MISSING_VALUE,WARN,amount,132
1997-12-09,MISSING_VALUE,WARN,amount,132
1997-12-10,MISSING_VALUE,WARN,amount,132
1997-12-11,MISSING_VALUE,WARN,amount,132
1997-12-12,MISSING_VALUE,WARN,amount,132
1997-12-15,MISSING_VALUE,WARN,amount,132
1997-12-16,MISSING_VALUE,WARN,amount,132
1997-12-17,MISSING_VALUE,WARN,amount,132
1997-12-18,MISSING_VALUE,WARN,amount,132
1997-12-19,MISSING_VALUE,WARN,amount,132
1997-12-22,MISSING_VALUE,WARN,amount,132
1997-12-23,MISSING_VALUE,WARN,amount,132
1997-12-24,MISSING_VALUE,WARN,amount,132
1997-12-25,MISSING_VALUE,WARN,amount,132
1997-12-26,MISSING_VALUE,WARN,amount,132
1997-12-29,MISSING_VALUE,WARN,amount,132
1997-12-30,MISSING_VALUE,WARN,amount,132
1997-12-31,MISSING_VALUE,WARN,amount,132
1998-01-05,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1998-01-05,MISSING_VALUE,WARN,amount,132
1998-01-06,MISSING_VALUE,WARN,amount,132
1998-01-07,MISSING_VALUE,WARN,amount,132
1998-01-08,MISSING_VALUE,WARN,amount,132
1998-01-09,MISSING_VALUE,WARN,amount,132
1998-01-12,MISSING_VALUE,WARN,amount,132
1998-01-13,MISSING_VALUE,WARN,amount,132
1998-01-14,MISSING_VALUE,WARN,amount,132
1998-01-15,MISSING_VALUE,WARN,amount,132
1998-01-16,MISSING_VALUE,WARN,amount,132
1998-01-19,MISSING_VALUE,WARN,amount,132
1998-01-20,MISSING_VALUE,WARN,amount,132
1998-01-21,MISSING_VALUE,WARN,amount,132
1998-01-22,MISSING_VALUE,WARN,amount,133
1998-01-23,MISSING_VALUE,WARN,amount,133
1998-02-09,MISSING_VALUE,WARN,amount,133
1998-02-10,MISSING_VALUE,WARN,amount,133
1998-02-11,MISSING_VALUE,WARN,amount,133
1998-02-12,MISSING_VALUE,WARN,amount,133
1998-02-13,MISSING_VALUE,WARN,amount,133
1998-02-16,MISSING_VALUE,WARN,amount,133
1998-02-17,MISSING_VALUE,WARN,amount,133
1998-02-18,MISSING_VALUE,WARN,amount,133
1998-02-19,MISSING_VALUE,WARN,amount,133
1998-02-20,MISSING_VALUE,WARN,amount,133
1998-02-23,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1998-02-23,MISSING_VALUE,WARN,amount,133
1998-02-24,MISSING_VALUE,WARN,amount,133
1998-02-25,MISSING_VALUE,WARN,amount,134
1998-02-26,MISSING_VALUE,WARN,amount,134
1998-02-27,MISSING_VALUE,WARN,amount,134
1998-03-02,MISSING_VALUE,WARN,amount,134
1998-03-03,MISSING_VALUE,WARN,amount,134
1998-03-04,MISSING_VALUE,WARN,amount,134
1998-03-05,MISSING_VALUE,WARN,amount,134
1998-03-06,MISSING_VALUE,WARN,amount,134
1998-03-09,MISSING_VALUE,WARN,amount,134
1998-03-10,MISSING_VALUE,WARN,amount,134
1998-03-11,MISSING_VALUE,WARN,amount,134
1998-03-12,MISSING_VALUE,WARN,amount,134
1998-03-13,MISSING_VALUE,WARN,amount,134
1998-03-16,MISSING_VALUE,WARN,amount,134
1998-03-17,MISSING_VALUE,WARN,amount,134
1998-03-18,MISSING_VALUE,WARN,amount,134
1998-03-19,MISSING_VALUE,WARN,amount,134
1998-03-20,MISSING_VALUE,WARN,amount,134
1998-03-23,MISSING_VALUE,WARN,amount,134
1998-03-24,MISSING_VALUE,WARN,amount,134
1998-03-25,MISSING_VALUE,WARN,amount,134
1998-03-26,MISSING_VALUE,WARN,amount,134
1998-03-27,MISSING_VALUE,WARN,amount,134
1998-03-30,MISSING_VALUE,WARN,amount,134
1998-03-31,MISSING_VALUE,WARN,amount,134
1998-04-01,MISSING_VALUE,WARN,amount,134
1998-04-02,MISSING_VALUE,WARN,amount,134
1998-04-03,MISSING_VALUE,WARN,amount,134
1998-04-06,MISSING_VALUE,WARN,amount,134
1998-04-07,MISSING_VALUE,WARN,amount,134
1998-04-08,MISSING_VALUE,WARN,amount,135
1998-04-09,MISSING_VALUE,WARN,amount,135
1998-04-10,MISSING_VALUE,WARN,amount,135
1998-04-13,MISSING_VALUE,WARN,amount,135
1998-04-14,MISSING_VALUE,WARN,amount,135
1998-04-15,MISSING_VALUE,WARN,amount,135
1998-04-16,MISSING_VALUE,WARN,amount,136
1998-04-17,MISSING_VALUE,WARN,amount,136
1998-04-20,MISSING_VALUE,WARN,amount,137
1998-04-21,MISSING_VALUE,WARN,amount,137
1998-04-22,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1998-04-22,MISSING_VALUE,WARN,amount,137
1998-04-23,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1998-04-23,MISSING_VALUE,WARN,amount,137
1998-04-24,MISSING_VALUE,WARN,amount,137
1998-04-27,MISSING_VALUE,WARN,amount,137
1998-04-28,MISSING_VALUE,WARN,amount,137
1998-04-29,MISSING_VALUE,WARN,amount,137
1998-04-30,MISSING_VALUE,WARN,amount,137
1998-05-04,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1998-05-04,MISSING_VALUE,WARN,amount,137
1998-05-05,MISSING_VALUE,WARN,amount,137
1998-05-06,MISSING_VALUE,WARN,amount,138
1998-05-07,MISSING_VALUE,WARN,amount,137
1998-05-08,MISSING_VALUE,WARN,amount,139
1998-05-11,MISSING_VALUE,WARN,amount,137
1998-05-12,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1998-05-12,MISSING_VALUE,WARN,amount,138
1998-05-13,MISSING_VALUE,WARN,amount,138
1998-05-14,MISSING_VALUE,WARN,amount,138
1998-05-15,MISSING_VALUE,WARN,amount,138
1998-05-18,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1998-05-18,MISSING_VALUE,WARN,amount,138
1998-05-19,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1998-05-19,MISSING_VALUE,WARN,amount,138
1998-05-20,MISSING_VALUE,WARN,amount,138
1998-05-21,MISSING_VALUE,WARN,amount,138
1998-05-22,MISSING_VALUE,WARN,amount,138
1998-05-25,MISSING_VALUE,WARN,amount,139
1998-05-26,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1998-05-26,MISSING_VALUE,WARN,amount,139
1998-05-27,MISSING_VALUE,WARN,amount,139
1998-05-28,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,2
1998-05-28,MISSING_VALUE,WARN,amount,139
1998-05-29,MISSING_VALUE,WARN,amount,140
1998-06-01,MISSING_VALUE,WARN,amount,140
1998-06-02,MISSING_VALUE,WARN,amount,140
1998-06-03,MISSING_VALUE,WARN,amount,140
1998-06-04,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1998-06-04,MISSING_VALUE,WARN,amount,140
1998-06-05,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1998-06-05,MISSING_VALUE,WARN,amount,140
1998-06-08,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,2
1998-06-08,MISSING_VALUE,WARN,amount,140
1998-06-09,MISSING_VALUE,WARN,amount,141
1998-06-10,MISSING_VALUE,WARN,amount,141
1998-06-11,MISSING_VALUE,WARN,amount,141
1998-06-12,MISSING_VALUE,WARN,amount,141
1998-06-15,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1998-06-15,MISSING_VALUE,WARN,amount,141
1998-06-16,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,2
1998-06-16,MISSING_VALUE,WARN,amount,141
1998-06-17,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,3
1998-06-17,MISSING_VALUE,WARN,amount,141
1998-06-18,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,5
1998-06-18,MISSING_VALUE,WARN,amount,141
1998-06-19,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,4
1998-06-19,MISSING_VALUE,WARN,amount,141
1998-06-22,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,7
1998-06-22,MISSING_VALUE,WARN,amount,141
1998-06-23,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,6
1998-06-23,MISSING_VALUE,WARN,amount,141
1998-06-24,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1998-06-24,MISSING_VALUE,WARN,amount,141
1998-06-25,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,3
1998-06-25,MISSING_VALUE,WARN,amount,141
1998-06-26,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,3
1998-06-26,MISSING_VALUE,WARN,amount,141
1998-06-29,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,4
1998-06-29,MISSING_VALUE,WARN,amount,141
1998-06-30,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,5
1998-06-30,MISSING_VALUE,WARN,amount,141
1998-07-01,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,3
1998-07-01,MISSING_VALUE,WARN,amount,141
1998-07-02,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1998-07-02,MISSING_VALUE,WARN,amount,141
1998-07-03,MISSING_VALUE,WARN,amount,141
1998-07-06,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,5
1998-07-06,MISSING_VALUE,WARN,amount,141
1998-07-07,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1998-07-07,MISSING_VALUE,WARN,amount,141
1998-07-08,MISSING_VALUE,WARN,amount,141
1998-07-09,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,2
1998-07-09,MISSING_VALUE,WARN,amount,141
1998-07-10,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1998-07-10,MISSING_VALUE,WARN,amount,141
1998-07-13,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1998-07-13,MISSING_VALUE,WARN,amount,141
1998-07-14,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,3
1998-07-14,MISSING_VALUE,WARN,amount,141
1998-07-15,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,3
1998-07-15,MISSING_VALUE,WARN,amount,141
1998-07-16,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,2
1998-07-16,MISSING_VALUE,WARN,amount,141
1998-07-17,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1998-07-17,MISSING_VALUE,WARN,amount,141
1998-07-20,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,3
1998-07-20,MISSING_VALUE,WARN,amount,141
1998-07-21,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1998-07-21,MISSING_VALUE,WARN,amount,141
1998-07-22,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,2
1998-07-22,MISSING_VALUE,WARN,amount,141
1998-07-23,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1998-07-23,MISSING_VALUE,WARN,amount,141
1998-07-24,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1998-07-24,MISSING_VALUE,WARN,amount,141
1998-07-27,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,3
1998-07-27,MISSING_VALUE,WARN,amount,141
1998-07-28,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,6
1998-07-28,MISSING_VALUE,WARN,amount,141
1998-07-29,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,2
1998-07-29,MISSING_VALUE,WARN,amount,141
1998-07-30,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1998-07-30,MISSING_VALUE,WARN,amount,141
1998-07-31,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1998-07-31,MISSING_VALUE,WARN,amount,141
1998-08-03,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,3
1998-08-03,MISSING_VALUE,WARN,amount,141
1998-08-04,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1998-08-04,MISSING_VALUE,WARN,amount,141
1998-08-05,MISSING_VALUE,WARN,amount,141
1998-08-06,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1998-08-06,MISSING_VALUE,WARN,amount,141
1998-08-07,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1998-08-07,MISSING_VALUE,WARN,amount,141
1998-08-10,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,2
1998-08-10,MISSING_VALUE,WARN,amount,141
1998-08-11,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1998-08-11,MISSING_VALUE,WARN,amount,141
1998-08-12,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,3
1998-08-12,MISSING_VALUE,WARN,amount,141
1998-08-13,MISSING_VALUE,WARN,amount,141
1998-08-14,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,2
1998-08-14,MISSING_VALUE,WARN,amount,141
1998-08-17,MISSING_VALUE,WARN,amount,141
1998-08-18,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,2
1998-08-18,MISSING_VALUE,WARN,amount,141
1998-08-19,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,2
1998-08-19,MISSING_VALUE,WARN,amount,141
1998-08-20,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1998-08-20,MISSING_VALUE,WARN,amount,141
1998-08-21,MISSING_VALUE,WARN,amount,141
1998-08-24,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,2
1998-08-24,MISSING_VALUE,WARN,amount,141
1998-08-25,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1998-08-25,MISSING_VALUE,WARN,amount,142
1998-08-26,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,2
1998-08-26,MISSING_VALUE,WARN,amount,142
1998-08-27,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,2
1998-08-27,MISSING_VALUE,WARN,amount,142
1998-08-28,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1998-08-28,MISSING_VALUE,WARN,amount,142
1998-08-31,MISSING_VALUE,WARN,amount,142
1998-09-01,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,2
1998-09-01,MISSING_VALUE,WARN,amount,142
1998-09-02,MISSING_VALUE,WARN,amount,142
1998-09-03,MISSING_VALUE,WARN,amount,142
1998-09-04,MISSING_VALUE,WARN,amount,142
1998-09-07,MISSING_VALUE,WARN,amount,142
1998-09-08,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1998-09-08,MISSING_VALUE,WARN,amount,142
1998-09-09,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1998-09-09,MISSING_VALUE,WARN,amount,142
1998-09-10,MISSING_VALUE,WARN,amount,142
1998-09-11,MISSING_VALUE,WARN,amount,142
1998-09-14,MISSING_VALUE,WARN,amount,142
1998-09-15,MISSING_VALUE,WARN,amount,142
1998-09-16,MISSING_VALUE,WARN,amount,142
1998-09-17,MISSING_VALUE,WARN,amount,142
1998-09-18,MISSING_VALUE,WARN,amount,142
1998-09-21,MISSING_VALUE,WARN,amount,142
1998-09-22,MISSING_VALUE,WARN,amount,142
1998-09-23,MISSING_VALUE,WARN,amount,142
1998-09-24,MISSING_VALUE,WARN,amount,142
1998-09-25,MISSING_VALUE,WARN,amount,142
1998-09-28,MISSING_VALUE,WARN,amount,143
1998-09-29,MISSING_VALUE,WARN,amount,143
1998-09-30,MISSING_VALUE,WARN,amount,143
1998-10-05,MISSING_VALUE,WARN,amount,143
1998-10-06,MISSING_VALUE,WARN,amount,143
1998-10-07,MISSING_VALUE,WARN,amount,143
1998-10-08,MISSING_VALUE,WARN,amount,143
1998-10-09,MISSING_VALUE,WARN,amount,143
1998-10-12,MISSING_VALUE,WARN,amount,143
1998-10-13,MISSING_VALUE,WARN,amount,143
1998-10-14,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1998-10-14,MISSING_VALUE,WARN,amount,143
1998-10-15,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1998-10-15,MISSING_VALUE,WARN,amount,143
1998-10-16,MISSING_VALUE,WARN,amount,145
1998-10-19,MISSING_VALUE,WARN,amount,145
1998-10-20,MISSING_VALUE,WARN,amount,144
1998-10-21,MISSING_VALUE,WARN,amount,144
1998-10-22,MISSING_VALUE,WARN,amount,144
1998-10-23,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1998-10-23,MISSING_VALUE,WARN,amount,144
1998-10-26,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1998-10-26,MISSING_VALUE,WARN,amount,144
1998-10-27,MISSING_VALUE,WARN,amount,144
1998-10-28,MISSING_VALUE,WARN,amount,145
1998-10-29,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,2
1998-10-29,MISSING_VALUE,WARN,amount,145
1998-10-30,MISSING_VALUE,WARN,amount,145
1998-11-02,MISSING_VALUE,WARN,amount,145
1998-11-03,MISSING_VALUE,WARN,amount,145
1998-11-04,MISSING_VALUE,WARN,amount,145
1998-11-05,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1998-11-05,MISSING_VALUE,WARN,amount,145
1998-11-06,MISSING_VALUE,WARN,amount,145
1998-11-09,MISSING_VALUE,WARN,amount,145
1998-11-10,MISSING_VALUE,WARN,amount,145
1998-11-11,MISSING_VALUE,WARN,amount,145
1998-11-12,MISSING_VALUE,WARN,amount,145
1998-11-13,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,2
1998-11-13,MISSING_VALUE,WARN,amount,145
1998-11-16,MISSING_VALUE,WARN,amount,145
1998-11-17,MISSING_VALUE,WARN,amount,145
1998-11-18,MISSING_VALUE,WARN,amount,145
1998-11-19,MISSING_VALUE,WARN,amount,145
1998-11-20,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1998-11-20,MISSING_VALUE,WARN,amount,145
1998-11-23,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1998-11-23,MISSING_VALUE,WARN,amount,145
1998-11-24,MISSING_VALUE,WARN,amount,145
1998-11-25,MISSING_VALUE,WARN,amount,145
1998-11-26,MISSING_VALUE,WARN,amount,145
1998-11-27,MISSING_VALUE,WARN,amount,145
1998-11-30,MISSING_VALUE,WARN,amount,145
1998-12-01,MISSING_VALUE,WARN,amount,145
1998-12-02,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1998-12-02,MISSING_VALUE,WARN,amount,145
1998-12-03,MISSING_VALUE,WARN,amount,145
1998-12-04,MISSING_VALUE,WARN,amount,145
1998-12-07,MISSING_VALUE,WARN,amount,145
1998-12-08,MISSING_VALUE,WARN,amount,145
1998-12-09,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1998-12-09,MISSING_VALUE,WARN,amount,145
1998-12-10,MISSING_VALUE,WARN,amount,145
1998-12-11,MISSING_VALUE,WARN,amount,145
1998-12-14,MISSING_VALUE,WARN,amount,145
1998-12-15,MISSING_VALUE,WARN,amount,145
1998-12-16,MISSING_VALUE,WARN,amount,146
1998-12-17,MISSING_VALUE,WARN,amount,145
1998-12-18,MISSING_VALUE,WARN,amount,145
1998-12-21,MISSING_VALUE,WARN,amount,145
1998-12-22,MISSING_VALUE,WARN,amount,145
1998-12-23,MISSING_VALUE,WARN,amount,145
1998-12-24,MISSING_VALUE,WARN,amount,145
1998-12-25,MISSING_VALUE,WARN,amount,145
1998-12-28,MISSING_VALUE,WARN,amount,145
1998-12-29,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1998-12-29,MISSING_VALUE,WARN,amount,145
1998-12-30,MISSING_VALUE,WARN,amount,145
1998-12-31,MISSING_VALUE,WARN,amount,145
1999-01-04,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1999-01-04,MISSING_VALUE,WARN,amount,145
1999-01-05,MISSING_VALUE,WARN,amount,145
1999-01-06,MISSING_VALUE,WARN,amount,145
1999-01-07,MISSING_VALUE,WARN,amount,145
1999-01-08,MISSING_VALUE,WARN,amount,145
1999-01-11,MISSING_VALUE,WARN,amount,145
1999-01-12,MISSING_VALUE,WARN,amount,145
1999-01-13,MISSING_VALUE,WARN,amount,145
1999-01-14,MISSING_VALUE,WARN,amount,145
1999-01-15,MISSING_VALUE,WARN,amount,145
1999-01-18,MISSING_VALUE,WARN,amount,145
1999-01-19,MISSING_VALUE,WARN,amount,145
1999-01-20,MISSING_VALUE,WARN,amount,145
1999-01-21,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1999-01-21,MISSING_VALUE,WARN,amount,145
1999-01-22,MISSING_VALUE,WARN,amount,145
1999-01-25,MISSING_VALUE,WARN,amount,145
1999-01-26,MISSING_VALUE,WARN,amount,145
1999-01-27,MISSING_VALUE,WARN,amount,145
1999-01-28,ADJ_FACTOR_CA_MISMATCH,WARN,fq_factor,1
1999-01-28,MISSING_VALUE,WARN,amount,145
1999-01-29,MISSING_VALUE,WARN,amount,145
1999-02-01,MISSING_VALUE,WARN,amount,145
