date,code,signal,forward_return_5d,forward_return_20d,mine5_32,mine20_32,mine5_64,mine20_64
2025-03-06,688499.SH,-1.3624083095305497,-0.031947374,-0.1233263,-0.031947374,-0.1233263,-0.03194738078459003,-0.12332628611698382
2025-03-07,002910.SZ,-2.714427754351234,0.080967546,-0.14300734,0.080967546,-0.14300734,0.08096740273396441,-0.1430073606729757
2025-03-07,300049.SZ,-0.6165343289871869,0.058838725,-0.17212272,0.058838725,-0.17212272,0.05883873190902822,-0.1721226740179187
2025-03-07,300775.SZ,0.521151744592214,0.030878782,-0.16389555,0.030878782,-0.16389555,0.030878859857481844,-0.16389548693586697
2025-03-07,301133.SZ,0.736933572822418,0.0036599636,-0.21187478,0.0036599636,-0.21187478,0.0036600244001627757,-0.2118747458316388
2025-03-07,600939.SH,0.6923378916517811,0.019354701,-0.12258059,0.019354701,-0.12258059,0.019354838709677358,-0.12258064516129019
2025-03-10,000001.SZ,1.3403875186403076,-0.0063818693,-0.0546093,-0.0063818693,-0.0546093,-0.006381756684890161,-0.05460922376566191
2025-03-10,002175.SZ,-0.7415525178798513,0.099133015,-0.24913293,0.099133015,-0.24913293,0.09913294797687855,-0.24913294797687868
2025-03-10,300951.SZ,0.10962445450347466,0.010754108,-0.20724905,0.010754108,-0.20724905,0.010754115772703132,-0.20724907063197018
2025-03-10,688499.SH,-1.5035201080625582,-0.014012992,-0.24402028,-0.014012992,-0.24402028,-0.014013046629620662,-0.2440202947571879
2025-03-11,002540.SZ,1.0905502247666665,0.0011017323,-0.041873336,0.0011017323,-0.041873336,0.001101928374655614,-0.041873278236914446
2025-03-12,000610.SZ,0.6275255449880504,0.003941536,0.02527237,0.003941536,0.02527237,0.0039415719916531256,0.025272432181775883
2025-03-12,002540.SZ,1.092560749553915,0.0024021864,-0.029933393,0.0024021864,-0.029933393,0.0024020694752402427,-0.029933481152993324
2025-03-12,300049.SZ,-0.4612283684725046,-0.026569426,-0.15496153,-0.026569426,-0.15496153,-0.026569461320372634,-0.15496152288375864
2025-03-12,300233.SZ,-1.4410662678227513,0.123123884,-0.054439127,0.123123884,-0.054439127,0.1231238870516409,-0.05443907402696513
2025-03-12,600515.SH,1.0178325639886143,0.0054017305,-0.0054017305,0.0054017305,-0.0054017305,0.005401755570560329,-0.00540175557056044
2025-03-12,603088.SH,-0.4470156176344132,0.044667482,-0.12920111,0.044667482,-0.12920111,0.04466753964789749,-0.12920122217372343
2025-03-12,688499.SH,-1.418617096147818,-0.052506506,-0.20574957,-0.052506506,-0.20574957,-0.05250653361843671,-0.20574958422428136
2025-03-13,000610.SZ,0.6238353168105665,-0.013299763,-0.0009172559,-0.013299763,-0.0009172559,-0.013299701903233152,-0.000917220820912612
2025-03-13,001696.SZ,-0.21764970048968096,0.0023126602,-0.14896345,0.0023126602,-0.14896345,0.002312711654414601,-0.14896340959775334
2025-03-13,002354.SZ,-0.7158316009843454,-0.008312941,-0.19999999,-0.008312941,-0.19999999,-0.00831295843520774,-0.19999999999999996
2025-03-13,300421.SZ,-2.0653944102226336,0.17073178,0.010809302,0.17073178,0.010809302,0.17073170731707332,0.01080931263858087
2025-03-13,603318.SH,0.9987737393732026,0.026522517,-0.0545187,0.026522517,-0.0545187,0.026522593320235766,-0.05451866404715122
2025-03-13,688255.SH,-2.1284603403790885,0.050183535,-0.22276628,0.050183535,-0.22276628,0.05018359853121179,-0.22276621787025697
2025-03-14,000610.SZ,0.6697313462974931,0.0045259,0.021724463,0.0045259,0.021724463,0.004525910839556557,0.021724372029870986
2025-03-14,002540.SZ,1.1238252553577441,0.023963094,-0.0119816065,0.023963094,-0.0119816065,0.023963133640552803,-0.011981566820276512
2025-03-14,301339.SZ,-0.34194431026663524,-0.075356424,-0.117718816,-0.075356424,-0.117718816,-0.07535641547861516,-0.11771894093686341
2025-03-14,600939.SH,0.8468688891187371,0.012658238,-0.0791139,0.012658238,-0.0791139,0.012658227848101333,-0.07911392405063278
2025-03-14,688499.SH,-1.4534685055027623,-0.052721143,-0.17225474,-0.052721143,-0.17225474,-0.05272108843537404,-0.17225461613216708
2025-03-17,001696.SZ,-0.11774616616289826,-0.0546239,-0.148323,-0.0546239,-0.148323,-0.05462390100944314,-0.14832302181699764
2025-03-17,600276.SH,0.495981583766425,-0.044618785,0.037498593,-0.044618785,0.037498593,-0.04461873110922032,0.03749853145882209
2025-03-17,600939.SH,0.8504212479672326,-0.047021925,-0.09404385,-0.047021925,-0.09404385,-0.04702194357366751,-0.09404388714733536
2025-03-17,601609.SH,0.9333564497658473,0.052785993,-0.05865103,0.052785993,-0.05865103,0.05278592375366564,-0.058651026392961936
2025-03-18,000001.SZ,1.0570697130279172,-0.004284799,-0.03499949,-0.004284799,-0.03499949,-0.004284891739531949,-0.03499953133996603
2025-03-18,002540.SZ,1.151584211328995,0.02146411,-0.028618574,0.02146411,-0.028618574,0.021463951568519546,-0.028618602091359135
2025-03-18,002722.SZ,-0.5135170477465625,-0.044988573,-0.15888375,-0.044988573,-0.15888375,-0.04498861047835989,-0.15888382687927105
2025-03-18,002910.SZ,-3.1252145312733077,-0.077386916,-0.044221163,-0.077386916,-0.044221163,-0.07738693467336677,-0.04422110552763814
2025-03-18,300049.SZ,0.03643309796588459,-0.045544803,-0.124896705,-0.045544803,-0.124896705,-0.04554471813522898,-0.12489667713671682
2025-03-18,300775.SZ,0.28025813687847984,0.0071116686,0.013828516,0.0071116686,0.013828516,0.007111813512445719,0.013828526274199948
2025-03-18,688255.SH,-2.1355633576240347,-0.091863155,-0.3078786,-0.091863155,-0.3078786,-0.09186309331611231,-0.30787859218598645
2025-03-19,001696.SZ,-0.0005456097367133653,-0.033126652,-0.13095683,-0.033126652,-0.13095683,-0.03312667906592259,-0.13095680925811104
2025-03-19,002354.SZ,-0.6781361949786459,-0.08839512,-0.1990124,-0.08839512,-0.1990124,-0.08839506172839506,-0.19901234567901238
2025-03-19,002910.SZ,-3.2104937763189767,-0.060020328,-0.023397923,-0.060020328,-0.023397923,-0.0600203458799593,-0.023397761953204532
2025-03-20,000890.SZ,0.05570407405548737,-0.1317113,-0.20385891,-0.1317113,-0.20385891,-0.13171140939597314,-0.20385906040268453
2025-03-20,002354.SZ,-0.6984205853063439,-0.09368843,-0.2041421,-0.09368843,-0.2041421,-0.0936883629191323,-0.20414201183431957
2025-03-20,300049.SZ,0.10471936837062173,-0.020492494,-0.11603981,-0.020492494,-0.11603981,-0.020492494518468463,-0.11603980435149275
2025-03-20,300421.SZ,-2.1979649100247816,0.00804925,-0.17874062,0.00804925,-0.17874062,0.008049242424242431,-0.1787405303030304
2025-03-20,300596.SZ,0.45403950123221726,-0.029595017,-0.14836448,-0.029595017,-0.14836448,-0.029595015576323935,-0.14836448598130836
2025-03-20,600276.SH,0.5299327332192819,0.03675282,0.028607965,0.03675282,0.028607965,0.03675285867397293,0.028608033388460408
2025-03-20,600939.SH,0.8889620554966596,-0.047021925,-0.009404361,-0.047021925,-0.009404361,-0.04702194357366751,-0.009404388714733591
2025-03-21,603318.SH,1.2102345182950363,-0.019867659,-0.06811732,-0.019867659,-0.06811732,-0.019867549668874274,-0.0681173131504258
2025-03-21,603682.SH,0.1257765512229113,-0.02985084,0.0149252415,-0.02985084,0.0149252415,-0.02985074626865658,0.014925373134328401
2025-03-24,000610.SZ,0.3839017681817915,-0.09419054,-0.051900923,-0.09419054,-0.051900923,-0.09419051687313118,-0.05190089705254164
2025-03-24,300049.SZ,0.19227241420719043,-0.03633046,-0.06529087,-0.03633046,-0.06529087,-0.03633052978409779,-0.06529090436139773
2025-03-24,300951.SZ,0.0831300485834504,-0.013034344,-0.11100209,-0.013034344,-0.11100209,-0.01303433777154861,-0.1110021023125437
2025-03-24,301339.SZ,-0.5507201935272988,0.018262863,-0.010690391,0.018262863,-0.010690391,0.01826280623608012,-0.010690423162583618
2025-03-24,600720.SH,1.2937569955407502,-0.018281877,-0.06640369,-0.018281877,-0.06640369,-0.018281840408979844,-0.06640364525450104
2025-03-24,603682.SH,0.15875321954937394,-0.01826477,0.0791477,-0.01826477,0.0791477,-0.01826484018264829,0.0791476407914764
2025-03-25,000610.SZ,0.40037433158994584,-0.076084614,-0.07245129,-0.076084614,-0.07245129,-0.07608463346868999,-0.07245137849967942
2025-03-25,002354.SZ,-0.6290214069412795,-0.00438118,-0.07009864,-0.00438118,-0.07009864,-0.004381161007667167,-0.07009857612267256
2025-03-25,300421.SZ,-2.4895627671792813,0.17126226,-0.07159114,0.17126226,-0.07159114,0.1712623324057676,-0.07159119655957491
2025-03-25,300596.SZ,0.5751794903319686,-0.02539301,-0.09109241,-0.02539301,-0.09109241,-0.025392986698911657,-0.09109230149133407
2025-03-25,603993.SH,0.05128918897952552,-0.055118144,-0.10573685,-0.055118144,-0.10573685,-0.0551181102362206,-0.10573678290213728
2025-03-26,000001.SZ,1.1189527676631532,-0.00072067976,-0.025197685,-0.00072067976,-0.025197685,-0.00072070418467296,-0.025197653797463193
2025-03-26,002175.SZ,-0.9808089728829362,-0.07632673,-0.16189623,-0.07632673,-0.16189623,-0.07632677400119259,-0.16189624329159213
2025-03-26,600515.SH,1.0219286332355326,-0.024071574,-0.042641044,-0.024071574,-0.042641044,-0.02407152682255842,-0.04264099037138924
2025-03-26,600939.SH,0.7024425414972909,-0.04501605,0.035369873,-0.04501605,0.035369873,-0.04501607717041778,0.03536977491961446
2025-03-26,603682.SH,0.12946127763812598,-0.02252251,0.013513446,-0.02252251,0.013513446,-0.022522522522522403,0.013513513513513598
2025-03-26,688499.SH,-0.786266013099617,0.008438706,-0.09915614,0.008438706,-0.09915614,0.00843881856540074,-0.09915611814346004
2025-03-27,300233.SZ,-3.3499066805492457,0.044344902,-0.16259801,0.044344902,-0.16259801,0.04434490481522957,-0.16259798432250838
2025-03-27,300421.SZ,-2.660736083225574,-0.005871415,-0.12094891,-0.005871415,-0.12094891,-0.005871301080319413,-0.1209488022545796
2025-03-27,688255.SH,-1.8767007120600436,-0.094400525,-0.16690594,-0.094400525,-0.16690594,-0.09440057430007176,-0.16690595836324473
2025-03-28,000001.SZ,1.0893295621370775,-0.04689586,-0.025252223,-0.04689586,-0.025252223,-0.04689575325086359,-0.025252183698477926
2025-03-28,002910.SZ,-1.2627028028865837,-0.093437195,-0.044493854,-0.093437195,-0.044493854,-0.09343715239154615,-0.0444938820912123
2025-03-28,301133.SZ,0.312053442500715,-0.1938436,-0.10482532,-0.1938436,-0.10482532,-0.1938435940099834,-0.10482529118136419
2025-03-28,600515.SH,1.075744361490646,-0.097561,-0.035540104,-0.097561,-0.035540104,-0.09756097560975607,-0.0355400696864111
2025-03-28,688060.SH,0.28373261984383796,-0.10715324,-0.06861317,-0.10715324,-0.06861317,-0.10715328467153296,-0.0686131386861315
2025-03-31,000890.SZ,-1.824838184427096,-0.16853929,-0.011235893,-0.16853929,-0.011235893,-0.16853932584269649,-0.011235955056179692
2025-03-31,001696.SZ,0.7498475999831574,-0.16833347,-0.050629318,-0.16833347,-0.050629318,-0.16833347702388135,-0.050629364600396576
2025-03-31,002175.SZ,-0.6032141577707286,-0.17129195,-0.13939404,-0.17129195,-0.13939404,-0.17129186602870816,-0.1393939393939394
2025-03-31,002540.SZ,1.138016555135273,-0.05696547,-0.04144603,-0.05696547,-0.04144603,-0.056965492057695855,-0.04144604710608002
2025-03-31,300596.SZ,0.532514740978947,-0.14995861,-0.073322296,-0.14995861,-0.073322296,-0.14995857497928755,-0.07332228666114327
2025-03-31,301339.SZ,-0.5227716322922543,-0.09361327,-0.013123393,-0.09361327,-0.013123393,-0.09361329833770782,-0.013123359580052507
2025-03-31,601609.SH,0.6371649760374759,-0.11353719,0.048034906,-0.11353719,0.048034906,-0.11353711790393028,0.04803493449781637
