trade_date,code,close,low,high,volume,amount,vwap,ratio,matched_factor,matched_after,matched_before
1992-06-17,600601.SH,152.0,151.0,156.5,119600.0,1831000.0,15.309365,0.10072,0.1,1991-07-01,1992-12-01
1992-06-17,600602.SH,2100.0,2065.5,2147.5,726900.0,15374000.0,21.150089,0.010071,0.01,1991-01-03,1992-12-01
1992-06-17,600603.SH,355.0,351.5,362.0,135300.0,4820000.0,35.624538,0.100351,0.1,1992-05-08,1992-12-01
1992-06-17,600604.SH,261.0,255.5,271.23,675100.0,17701000.0,26.219819,0.100459,0.1,1992-05-11,1992-12-01
1992-06-17,600605.SH,165.0,163.55,169.0,186800.0,3111000.0,16.654176,0.100934,0.1,1992-05-13,1992-12-01
1992-06-17,600606.SH,204.9,201.5,209.0,243400.0,4996000.0,20.525883,0.100175,0.1,1992-05-21,1992-12-01
1992-06-17,600608.SH,192.3,188.0,196.0,283600.0,5468000.0,19.280677,0.100264,0.1,1992-05-21,1992-12-01
1992-06-17,600651.SH,270.0,265.0,287.0,246900.0,6807000.0,27.569866,0.102111,0.1,1991-09-02,1992-12-01
1992-06-17,600653.SH,370.05,367.6,389.0,273600.0,10435000.0,38.13962,0.103066,0.1,1992-04-01,1992-12-01
1992-06-17,600654.SH,161.5,160.0,164.0,140000.0,2272000.0,16.228571,0.100487,0.1,1992-06-01,1992-12-01
1992-06-18,000017.SZ,20.8,20.0,22.8,93300.0,9997000.0,107.148982,5.151393,5.0,1992-04-01,1993-05-01
1992-06-18,600601.SH,153.0,150.0,157.0,119800.0,1830000.0,15.275459,0.09984,0.1,1991-07-01,1992-12-01
1992-06-18,600602.SH,2094.0,2065.0,2144.0,545300.0,11428000.0,20.957271,0.010008,0.01,1991-01-03,1992-12-01
1992-06-18,600603.SH,354.25,349.75,358.0,118000.0,4160000.0,35.254237,0.099518,0.1,1992-05-08,1992-12-01
1992-06-18,600604.SH,262.25,255.0,266.0,591400.0,15362000.0,25.975651,0.099049,0.1,1992-05-11,1992-12-01
1992-06-18,600605.SH,164.75,161.5,166.98,148200.0,2442000.0,16.477733,0.100017,0.1,1992-05-13,1992-12-01
1992-06-18,600606.SH,205.0,201.5,206.9,152200.0,3116000.0,20.473062,0.099869,0.1,1992-05-21,1992-12-01
1992-06-18,600608.SH,191.0,188.0,195.5,197700.0,3778000.0,19.109762,0.100051,0.1,1992-05-21,1992-12-01
1992-06-18,600651.SH,266.0,262.5,271.0,113000.0,2998000.0,26.530973,0.099741,0.1,1991-09-02,1992-12-01
1992-06-18,600653.SH,370.0,368.0,376.0,136400.0,5067000.0,37.148094,0.1004,0.1,1992-04-01,1992-12-01
1992-06-18,600654.SH,162.5,160.25,164.25,122500.0,1984000.0,16.195918,0.099667,0.1,1992-06-01,1992-12-01
1992-06-19,000017.SZ,20.8,19.6,21.0,76700.0,7911000.0,103.142112,4.958755,5.0,1992-04-01,1993-05-01
1992-06-19,600601.SH,154.0,151.75,156.1,117100.0,1803000.0,15.397096,0.099981,0.1,1991-07-01,1992-12-01
1992-06-19,600602.SH,2110.0,2080.0,2110.5,435500.0,9131000.0,20.966705,0.009937,0.01,1991-01-03,1992-12-01
1992-06-19,600603.SH,352.0,350.05,354.45,109900.0,3864000.0,35.159236,0.099884,0.1,1992-05-08,1992-12-01
1992-06-19,600604.SH,260.7,257.25,264.95,363200.0,9439000.0,25.988436,0.099687,0.1,1992-05-11,1992-12-01
1992-06-19,600605.SH,166.0,162.05,167.5,120300.0,1980000.0,16.458853,0.09915,0.1,1992-05-13,1992-12-01
1992-06-19,600606.SH,205.5,202.5,206.5,149300.0,3060000.0,20.495646,0.099736,0.1,1992-05-21,1992-12-01
