trade_date,code,close,low,high,volume,amount,vwap,ratio,matched_factor,matched_after,matched_before
1991-10-30,600602.SH,686.8,686.8,686.8,128300.0,881000.0,6.866719,0.009998,0.01,1991-01-03,1992-12-01
1991-10-30,600651.SH,129.5,129.5,129.5,4000.0,51000.0,12.75,0.098456,0.1,1991-09-02,1992-12-01
1991-10-30,600653.SH,109.8,109.8,109.8,11000.0,120000.0,10.909091,0.099354,0.1,1991-07-01,1992-02-27
1991-10-30,600654.SH,666.6,666.6,666.6,20100.0,133000.0,6.616915,0.009926,0.01,1991-07-01,1992-05-30
1991-10-31,600601.SH,72.0,72.0,72.0,70600.0,508000.0,7.195467,0.099937,0.1,1991-07-01,1992-12-01
1991-10-31,600602.SH,693.7,693.7,693.7,227300.0,1576000.0,6.933568,0.009995,0.01,1991-01-03,1992-12-01
1991-10-31,600651.SH,130.8,130.8,130.8,4200.0,54000.0,12.857143,0.098296,0.1,1991-09-02,1992-12-01
1991-10-31,600653.SH,110.9,110.9,110.9,800.0,8000.0,10.0,0.090171,0.1,1991-07-01,1992-02-27
1991-10-31,600654.SH,673.3,673.3,673.3,71200.0,479000.0,6.727528,0.009992,0.01,1991-07-01,1992-05-30
1991-11-01,600601.SH,72.7,72.7,72.7,118200.0,859000.0,7.267343,0.099963,0.1,1991-07-01,1992-12-01
1991-11-01,600602.SH,700.6,700.6,700.6,316200.0,2215000.0,7.00506,0.009999,0.01,1991-01-03,1992-12-01
1991-11-01,600651.SH,132.1,132.1,132.1,4000.0,52000.0,13.0,0.09841,0.1,1991-09-02,1992-12-01
1991-11-01,600653.SH,110.9,110.9,110.9,10200.0,113000.0,11.078431,0.099896,0.1,1991-07-01,1992-02-27
1991-11-01,600654.SH,680.0,667.0,680.0,126400.0,858000.0,6.787975,0.009982,0.01,1991-07-01,1992-05-30
1991-11-04,600601.SH,73.4,73.4,73.4,170100.0,1248000.0,7.336861,0.099957,0.1,1991-07-01,1992-12-01
1991-11-04,600602.SH,707.6,707.6,707.6,182700.0,1292000.0,7.071702,0.009994,0.01,1991-01-03,1992-12-01
1991-11-04,600651.SH,133.4,133.4,133.4,5800.0,77000.0,13.275862,0.099519,0.1,1991-09-02,1992-12-01
1991-11-04,600653.SH,112.0,112.0,112.0,11000.0,123000.0,11.181818,0.099838,0.1,1991-07-01,1992-02-27
1991-11-04,600654.SH,686.8,686.8,686.8,70700.0,485000.0,6.859972,0.009988,0.01,1991-07-01,1992-05-30
1991-11-05,600601.SH,74.1,74.1,74.1,56800.0,420000.0,7.394366,0.099789,0.1,1991-07-01,1992-12-01
1991-11-05,600602.SH,714.7,714.7,714.7,158800.0,1134000.0,7.141058,0.009992,0.01,1991-01-03,1992-12-01
1991-11-05,600651.SH,134.7,134.7,134.7,4000.0,53000.0,13.25,0.098367,0.1,1991-09-02,1992-12-01
1991-11-05,600653.SH,113.1,113.1,113.1,11700.0,131000.0,11.196581,0.098997,0.1,1991-07-01,1992-02-27
1991-11-05,600654.SH,693.7,693.7,693.7,33600.0,233000.0,6.934524,0.009996,0.01,1991-07-01,1992-05-30
1991-11-06,600601.SH,74.8,74.8,74.8,58800.0,439000.0,7.465986,0.099813,0.1,1991-07-01,1992-12-01
1991-11-06,600602.SH,721.8,721.8,721.8,173900.0,1255000.0,7.216791,0.009998,0.01,1991-01-03,1992-12-01
1991-11-06,600651.SH,136.0,136.0,136.0,4300.0,58000.0,13.488372,0.099179,0.1,1991-09-02,1992-12-01
1991-11-06,600654.SH,700.6,700.6,700.6,32100.0,224000.0,6.978193,0.00996,0.01,1991-07-01,1992-05-30
1991-11-07,600601.SH,75.5,75.5,75.5,142200.0,1073000.0,7.54571,0.099943,0.1,1991-07-01,1992-12-01
1991-11-07,600602.SH,729.0,729.0,729.0,231300.0,1686000.0,7.289235,0.009999,0.01,1991-01-03,1992-12-01
1991-11-07,600651.SH,137.4,137.4,137.4,4000.0,55000.0,13.75,0.100073,0.1,1991-09-02,1992-12-01
1991-11-07,600653.SH,114.2,114.2,114.2,10400.0,118000.0,11.346154,0.099353,0.1,1991-07-01,1992-02-27
1991-11-07,600654.SH,707.6,707.6,707.6,30300.0,214000.0,7.062706,0.009981,0.01,1991-07-01,1992-05-30
1991-11-08,600601.SH,76.3,74.8,76.3,857500.0,6534000.0,7.619825,0.099867,0.1,1991-07-01,1992-12-01
1991-11-08,600602.SH,736.3,736.3,736.3,351600.0,2588000.0,7.360637,0.009997,0.01,1991-01-03,1992-12-01
1991-11-08,600651.SH,138.8,138.8,138.8,4400.0,61000.0,13.863636,0.099882,0.1,1991-09-02,1992-12-01
1991-11-08,600653.SH,115.3,115.3,115.3,11000.0,126000.0,11.454545,0.099346,0.1,1991-07-01,1992-02-27
1991-11-08,600654.SH,714.7,704.25,714.7,196000.0,1399000.0,7.137755,0.009987,0.01,1991-07-01,1992-05-30
1991-11-11,600601.SH,77.1,77.1,77.1,26200.0,201000.0,7.671756,0.099504,0.1,1991-07-01,1992-12-01
1991-11-11,600602.SH,743.7,743.7,743.7,150700.0,1120000.0,7.431984,0.009993,0.01,1991-01-03,1992-12-01
1991-11-11,600651.SH,140.2,140.2,140.2,4000.0,56000.0,14.0,0.099857,0.1,1991-09-02,1992-12-01
1991-11-11,600653.SH,116.5,116.5,116.5,11000.0,128000.0,11.636364,0.099883,0.1,1991-07-01,1992-02-27
1991-11-11,600654.SH,721.8,721.8,721.8,30600.0,220000.0,7.189542,0.009961,0.01,1991-07-01,1992-05-30
1991-11-12,600601.SH,77.1,77.1,77.1,17000.0,130000.0,7.647059,0.099184,0.1,1991-07-01,1992-12-01
1991-11-12,600602.SH,751.1,751.1,751.1,27700.0,208000.0,7.509025,0.009997,0.01,1991-01-03,1992-12-01
1991-11-12,600651.SH,141.6,141.6,141.6,4000.0,56000.0,14.0,0.09887,0.1,1991-09-02,1992-12-01
1991-11-12,600653.SH,117.7,117.7,117.7,11000.0,129000.0,11.727273,0.099637,0.1,1991-07-01,1992-02-27
1991-11-12,600654.SH,729.0,729.0,729.0,10500.0,76000.0,7.238095,0.009929,0.01,1991-07-01,1992-05-30
1991-11-13,600601.SH,77.9,77.9,77.9,6800.0,53000.0,7.794118,0.100053,0.1,1991-07-01,1992-12-01
1991-11-13,600602.SH,751.1,751.1,751.1,23500.0,176000.0,7.489362,0.009971,0.01,1991-01-03,1992-12-01
1991-11-13,600651.SH,143.0,143.0,143.0,4000.0,57000.0,14.25,0.09965,0.1,1991-09-02,1992-12-01
1991-11-13,600653.SH,118.9,118.9,118.9,19600.0,233000.0,11.887755,0.099981,0.1,1991-07-01,1992-02-27
1991-11-13,600654.SH,736.3,736.3,736.3,7800.0,57000.0,7.307692,0.009925,0.01,1991-07-01,1992-05-30
1991-11-14,600601.SH,77.9,77.9,77.9,16400.0,127000.0,7.743902,0.099408,0.1,1991-07-01,1992-12-01
1991-11-14,600602.SH,751.1,751.1,751.1,20800.0,156000.0,7.5,0.009985,0.01,1991-01-03,1992-12-01
1991-11-14,600651.SH,144.4,144.4,144.4,4000.0,57000.0,14.25,0.098684,0.1,1991-09-02,1992-12-01
1991-11-14,600653.SH,120.1,120.1,120.1,20500.0,246000.0,12.0,0.099917,0.1,1991-07-01,1992-02-27
1991-11-14,600654.SH,743.7,743.7,743.7,6500.0,48000.0,7.384615,0.00993,0.01,1991-07-01,1992-05-30
1991-11-15,600601.SH,77.9,77.9,77.9,9000.0,70000.0,7.777778,0.099843,0.1,1991-07-01,1992-12-01
1991-11-15,600602.SH,751.1,751.1,751.1,140900.0,1058000.0,7.508872,0.009997,0.01,1991-01-03,1992-12-01
1991-11-15,600651.SH,145.8,145.8,145.8,4000.0,58000.0,14.5,0.099451,0.1,1991-09-02,1992-12-01
1991-11-15,600653.SH,121.3,121.3,121.3,11000.0,133000.0,12.090909,0.099678,0.1,1991-07-01,1992-02-27
1991-11-15,600654.SH,751.1,751.1,751.1,8000.0,60000.0,7.5,0.009985,0.01,1991-07-01,1992-05-30
1991-11-18,600601.SH,78.7,78.7,78.7,15100.0,118000.0,7.81457,0.099296,0.1,1991-07-01,1992-12-01
1991-11-18,600602.SH,758.6,758.6,758.6,151600.0,1150000.0,7.585752,0.01,0.01,1991-01-03,1992-12-01
1991-11-18,600651.SH,147.3,147.3,147.3,4000.0,58000.0,14.5,0.098439,0.1,1991-09-02,1992-12-01
1991-11-18,600653.SH,122.5,122.5,122.5,11000.0,134000.0,12.181818,0.099443,0.1,1991-07-01,1992-02-27
1991-11-18,600654.SH,758.6,758.6,758.6,5200.0,39000.0,7.5,0.009887,0.01,1991-07-01,1992-05-30
1991-11-19,600601.SH,78.7,78.7,78.7,25000.0,196000.0,7.84,0.099619,0.1,1991-07-01,1992-12-01
1991-11-19,600602.SH,766.2,766.2,766.2,168100.0,1287000.0,7.656157,0.009992,0.01,1991-01-03,1992-12-01
1991-11-19,600651.SH,148.8,148.8,148.8,9000.0,133000.0,14.777778,0.099313,0.1,1991-09-02,1992-12-01
1991-11-19,600653.SH,123.7,123.7,123.7,11000.0,136000.0,12.363636,0.099949,0.1,1991-07-01,1992-02-27
1991-11-19,600654.SH,758.6,758.6,758.6,1300.0,9000.0,6.923077,0.009126,0.01,1991-07-01,1992-05-30
1991-11-20,600601.SH,79.5,79.5,79.5,7400.0,58000.0,7.837838,0.098589,0.1,1991-07-01,1992-12-01
1991-11-20,600602.SH,773.9,773.9,773.9,200400.0,1550000.0,7.734531,0.009994,0.01,1991-01-03,1992-12-01
1991-11-20,600651.SH,150.3,150.3,150.3,6300.0,94000.0,14.920635,0.099272,0.1,1991-09-02,1992-12-01
1991-11-20,600653.SH,124.9,124.9,124.9,13100.0,163000.0,12.442748,0.099622,0.1,1991-07-01,1992-02-27
1991-11-20,600654.SH,766.2,766.2,766.2,2500.0,19000.0,7.6,0.009919,0.01,1991-07-01,1992-05-30
1991-11-21,600601.SH,79.5,79.5,79.5,6200.0,49000.0,7.903226,0.099412,0.1,1991-07-01,1992-12-01
1991-11-21,600602.SH,781.6,781.6,781.6,156700.0,1224000.0,7.811104,0.009994,0.01,1991-01-03,1992-12-01
1991-11-21,600651.SH,151.8,151.8,151.8,7000.0,106000.0,15.142857,0.099755,0.1,1991-09-02,1992-12-01
1991-11-21,600653.SH,126.1,126.1,126.1,29600.0,373000.0,12.601351,0.099931,0.1,1991-07-01,1992-02-27
1991-11-21,600654.SH,766.2,766.2,766.2,800.0,6000.0,7.5,0.009789,0.01,1991-07-01,1992-05-30
1991-11-22,600601.SH,79.5,79.5,79.5,17200.0,137000.0,7.965116,0.10019,0.1,1991-07-01,1992-12-01
1991-11-22,600602.SH,789.4,789.4,789.4,153600.0,1212000.0,7.890625,0.009996,0.01,1991-01-03,1992-12-01
1991-11-22,600651.SH,153.3,153.3,153.3,4000.0,61000.0,15.25,0.099478,0.1,1991-09-02,1992-12-01
1991-11-22,600653.SH,127.4,127.4,127.4,13500.0,171000.0,12.666667,0.099424,0.1,1991-07-01,1992-02-27
1991-11-22,600654.SH,766.2,766.2,766.2,6200.0,47000.0,7.580645,0.009894,0.01,1991-07-01,1992-05-30
1991-11-25,600601.SH,80.3,80.3,80.3,54600.0,438000.0,8.021978,0.0999,0.1,1991-07-01,1992-12-01
1991-11-25,600602.SH,797.3,797.3,797.3,150000.0,1195000.0,7.966667,0.009992,0.01,1991-01-03,1992-12-01
1991-11-25,600651.SH,154.8,154.8,154.8,4000.0,61000.0,15.25,0.098514,0.1,1991-09-02,1992-12-01
1991-11-25,600653.SH,128.7,128.7,128.7,11000.0,141000.0,12.818182,0.099597,0.1,1991-07-01,1992-02-27
1991-11-25,600654.SH,773.9,773.9,773.9,10100.0,78000.0,7.722772,0.009979,0.01,1991-07-01,1992-05-30
1991-11-26,600601.SH,81.1,81.1,81.1,28600.0,232000.0,8.111888,0.100023,0.1,1991-07-01,1992-12-01
1991-11-26,600602.SH,805.3,805.3,805.3,150000.0,1207000.0,8.046667,0.009992,0.01,1991-01-03,1992-12-01
1991-11-26,600651.SH,156.3,156.3,156.3,14400.0,224000.0,15.555556,0.099524,0.1,1991-09-02,1992-12-01
1991-11-26,600653.SH,130.0,130.0,130.0,11000.0,143000.0,13.0,0.1,0.1,1991-07-01,1992-02-27
1991-11-26,600654.SH,781.6,781.6,781.6,20600.0,161000.0,7.815534,0.009999,0.01,1991-07-01,1992-05-30
1991-11-27,600601.SH,81.9,81.9,81.9,26800.0,219000.0,8.171642,0.099776,0.1,1991-07-01,1992-12-01
1991-11-27,600602.SH,813.4,813.4,813.4,151300.0,1230000.0,8.129544,0.009995,0.01,1991-01-03,1992-12-01
1991-11-27,600651.SH,157.9,157.9,157.9,4000.0,63000.0,15.75,0.099747,0.1,1991-09-02,1992-12-01
1991-11-27,600654.SH,789.4,789.4,789.4,28500.0,224000.0,7.859649,0.009956,0.01,1991-07-01,1992-05-30
1991-11-28,600601.SH,81.9,81.9,81.9,31800.0,260000.0,8.176101,0.09983,0.1,1991-07-01,1992-12-01
1991-11-28,600602.SH,821.5,821.5,821.5,160400.0,1317000.0,8.210723,0.009995,0.01,1991-01-03,1992-12-01
1991-11-28,600651.SH,159.5,159.5,159.5,4500.0,71000.0,15.777778,0.09892,0.1,1991-09-02,1992-12-01
1991-11-28,600654.SH,797.3,797.3,797.3,35200.0,280000.0,7.954545,0.009977,0.01,1991-07-01,1992-05-30
1991-11-29,600601.SH,82.7,81.9,82.7,505600.0,4180000.0,8.267405,0.099969,0.1,1991-07-01,1992-12-01
1991-11-29,600602.SH,829.7,821.5,829.7,2611800.0,21665000.0,8.295046,0.009998,0.01,1991-01-03,1992-12-01
1991-11-29,600651.SH,161.1,161.1,161.1,39700.0,639000.0,16.095718,0.099911,0.1,1991-09-02,1992-12-01
1991-11-29,600653.SH,131.3,131.3,131.3,10900.0,143000.0,13.119266,0.099918,0.1,1991-07-01,1992-02-27
1991-11-29,600654.SH,793.3,793.3,805.3,180100.0,1450000.0,8.051083,0.010149,0.01,1991-07-01,1992-05-30
1991-12-02,600601.SH,83.5,81.9,83.5,598200.0,4988000.0,8.338348,0.09986,0.1,1991-07-01,1992-12-01
1991-12-02,600602.SH,838.0,833.85,838.0,1109400.0,9296000.0,8.379304,0.009999,0.01,1991-01-03,1992-12-01
1991-12-02,600651.SH,162.7,162.7,162.7,5800.0,94000.0,16.206897,0.099612,0.1,1991-09-02,1992-12-01
1991-12-02,600653.SH,132.6,132.6,132.6,12200.0,161000.0,13.196721,0.099523,0.1,1991-07-01,1992-02-27
1991-12-02,600654.SH,801.2,785.4,801.2,157400.0,1257000.0,7.986023,0.009968,0.01,1991-07-01,1992-05-30
1991-12-03,600601.SH,84.3,84.3,84.3,39100.0,329000.0,8.414322,0.099814,0.1,1991-07-01,1992-12-01
1991-12-03,600602.SH,846.4,846.4,846.4,21700.0,183000.0,8.43318,0.009964,0.01,1991-01-03,1992-12-01
1991-12-03,600651.SH,164.3,164.3,164.3,4000.0,65000.0,16.25,0.098904,0.1,1991-09-02,1992-12-01
1991-12-03,600653.SH,133.9,133.9,133.9,11000.0,147000.0,13.363636,0.099803,0.1,1991-07-01,1992-02-27
1991-12-03,600654.SH,809.2,809.2,809.2,13400.0,108000.0,8.059701,0.00996,0.01,1991-07-01,1992-05-30
1991-12-04,600601.SH,85.1,85.1,85.1,16800.0,143000.0,8.511905,0.100022,0.1,1991-07-01,1992-12-01
1991-12-04,600602.SH,846.4,846.4,846.4,16700.0,141000.0,8.443114,0.009975,0.01,1991-01-03,1992-12-01
1991-12-04,600651.SH,165.9,165.9,165.9,4000.0,66000.0,16.5,0.099458,0.1,1991-09-02,1992-12-01
1991-12-04,600653.SH,135.2,135.2,135.2,11000.0,148000.0,13.454545,0.099516,0.1,1991-07-01,1992-02-27
1991-12-04,600654.SH,817.3,817.3,817.3,6500.0,53000.0,8.153846,0.009977,0.01,1991-07-01,1992-05-30
1991-12-05,600601.SH,85.1,85.1,85.1,30200.0,257000.0,8.509934,0.099999,0.1,1991-07-01,1992-12-01
1991-12-05,600602.SH,846.4,846.4,846.4,116200.0,983000.0,8.459552,0.009995,0.01,1991-01-03,1992-12-01
1991-12-05,600651.SH,167.6,167.6,167.6,4000.0,67000.0,16.75,0.09994,0.1,1991-09-02,1992-12-01
1991-12-05,600653.SH,136.6,136.6,136.6,11000.0,150000.0,13.636364,0.099827,0.1,1991-07-01,1992-02-27
1991-12-05,600654.SH,825.5,825.5,825.5,13600.0,112000.0,8.235294,0.009976,0.01,1991-07-01,1992-05-30
1991-12-06,600601.SH,86.0,86.0,86.0,34400.0,296000.0,8.604651,0.100054,0.1,1991-07-01,1992-12-01
1991-12-06,600602.SH,854.9,854.9,854.9,57200.0,489000.0,8.548951,0.01,0.01,1991-01-03,1992-12-01
1991-12-06,600651.SH,169.3,169.3,169.3,4000.0,67000.0,16.75,0.098937,0.1,1991-09-02,1992-12-01
1991-12-06,600653.SH,138.0,138.0,138.0,1500.0,20000.0,13.333333,0.096618,0.1,1991-07-01,1992-02-27
1991-12-06,600654.SH,833.8,833.8,833.8,21900.0,182000.0,8.310502,0.009967,0.01,1991-07-01,1992-05-30
1991-12-09,600601.SH,86.9,86.9,86.9,33000.0,286000.0,8.666667,0.099731,0.1,1991-07-01,1992-12-01
1991-12-09,600602.SH,854.9,854.9,854.9,92800.0,793000.0,8.545259,0.009996,0.01,1991-01-03,1992-12-01
1991-12-09,600651.SH,171.0,171.0,171.0,300.0,5000.0,16.666667,0.097466,0.1,1991-09-02,1992-12-01
1991-12-09,600653.SH,138.0,138.0,138.0,9500.0,131000.0,13.789474,0.099924,0.1,1991-07-01,1992-02-27
1991-12-09,600654.SH,842.1,842.1,842.1,6500.0,54000.0,8.307692,0.009865,0.01,1991-07-01,1992-05-30
1991-12-10,600601.SH,87.8,87.8,87.8,3000.0,26000.0,8.666667,0.098709,0.1,1991-07-01,1992-12-01
1991-12-10,600602.SH,863.4,863.4,863.4,19800.0,170000.0,8.585859,0.009944,0.01,1991-01-03,1992-12-01
1991-12-10,600654.SH,850.5,850.5,850.5,6500.0,55000.0,8.461538,0.009949,0.01,1991-07-01,1992-05-30
1991-12-11,600601.SH,87.8,87.8,87.8,11800.0,103000.0,8.728814,0.099417,0.1,1991-07-01,1992-12-01
1991-12-11,600602.SH,863.4,863.4,863.4,22200.0,191000.0,8.603604,0.009965,0.01,1991-01-03,1992-12-01
1991-12-11,600651.SH,171.0,171.0,171.0,800.0,14000.0,17.5,0.102339,0.1,1991-09-02,1992-12-01
1991-12-11,600653.SH,139.4,139.4,139.4,10500.0,146000.0,13.904762,0.099747,0.1,1991-07-01,1992-02-27
1991-12-11,600654.SH,859.0,859.0,859.0,600.0,5000.0,8.333333,0.009701,0.01,1991-07-01,1992-05-30
1991-12-12,600601.SH,87.8,87.8,87.8,11600.0,102000.0,8.793103,0.100149,0.1,1991-07-01,1992-12-01
1991-12-12,600602.SH,863.4,863.4,863.4,108300.0,935000.0,8.633426,0.009999,0.01,1991-01-03,1992-12-01
1991-12-12,600651.SH,171.0,171.0,171.0,1300.0,22000.0,16.923077,0.098965,0.1,1991-09-02,1992-12-01
1991-12-12,600653.SH,140.8,140.8,140.8,11000.0,154000.0,14.0,0.099432,0.1,1991-07-01,1992-02-27
1991-12-12,600654.SH,859.0,859.0,859.0,5900.0,50000.0,8.474576,0.009866,0.01,1991-07-01,1992-05-30
1991-12-13,600601.SH,87.8,87.8,87.8,6700.0,58000.0,8.656716,0.098596,0.1,1991-07-01,1992-12-01
1991-12-13,600602.SH,872.0,872.0,872.0,31500.0,274000.0,8.698413,0.009975,0.01,1991-01-03,1992-12-01
1991-12-13,600651.SH,171.0,171.0,171.0,1300.0,22000.0,16.923077,0.098965,0.1,1991-09-02,1992-12-01
1991-12-13,600653.SH,142.2,142.2,142.2,11000.0,156000.0,14.181818,0.099731,0.1,1991-07-01,1992-02-27
1991-12-13,600654.SH,867.6,867.6,867.6,1500.0,13000.0,8.666667,0.009989,0.01,1991-07-01,1992-05-30
1991-12-16,600601.SH,88.7,88.7,88.7,6400.0,57000.0,8.90625,0.100409,0.1,1991-07-01,1992-12-01
1991-12-16,600602.SH,872.0,872.0,872.0,15000.0,130000.0,8.666667,0.009939,0.01,1991-01-03,1992-12-01
1991-12-16,600651.SH,172.7,172.7,172.7,800.0,13000.0,16.25,0.094094,0.1,1991-09-02,1992-12-01
1991-12-16,600653.SH,143.6,143.6,143.6,3500.0,50000.0,14.285714,0.099483,0.1,1991-07-01,1992-02-27
1991-12-16,600654.SH,867.6,867.6,867.6,5000.0,43000.0,8.6,0.009912,0.01,1991-07-01,1992-05-30
1991-12-17,600601.SH,88.7,88.7,88.7,2200.0,19000.0,8.636364,0.097366,0.1,1991-07-01,1992-12-01
1991-12-17,600602.SH,872.0,872.0,872.0,11700.0,102000.0,8.717949,0.009998,0.01,1991-01-03,1992-12-01
1991-12-17,600651.SH,172.7,172.7,172.7,400.0,7000.0,17.5,0.101332,0.1,1991-09-02,1992-12-01
1991-12-17,600653.SH,143.6,143.6,143.6,1000.0,14000.0,14.0,0.097493,0.1,1991-07-01,1992-02-27
1991-12-17,600654.SH,876.3,876.3,876.3,6500.0,56000.0,8.615385,0.009832,0.01,1991-07-01,1992-05-30
1991-12-18,600601.SH,88.7,88.7,88.7,8700.0,77000.0,8.850575,0.099781,0.1,1991-07-01,1992-12-01
1991-12-18,600602.SH,872.0,872.0,872.0,42600.0,371000.0,8.70892,0.009987,0.01,1991-01-03,1992-12-01
1991-12-18,600654.SH,885.1,885.1,885.1,4500.0,39000.0,8.666667,0.009792,0.01,1991-07-01,1992-05-30
1991-12-19,600601.SH,88.7,88.7,88.7,5200.0,46000.0,8.846154,0.099731,0.1,1991-07-01,1992-12-01
1991-12-19,600602.SH,872.0,872.0,872.0,71800.0,626000.0,8.718663,0.009998,0.01,1991-01-03,1992-12-01
1991-12-19,600651.SH,172.7,172.7,172.7,1200.0,20000.0,16.666667,0.096506,0.1,1991-09-02,1992-12-01
1991-12-19,600653.SH,143.6,143.6,143.6,10100.0,145000.0,14.356436,0.099975,0.1,1991-07-01,1992-02-27
1991-12-19,600654.SH,885.1,885.1,885.1,2300.0,20000.0,8.695652,0.009824,0.01,1991-07-01,1992-05-30
1991-12-20,600601.SH,88.7,88.7,88.7,17400.0,154000.0,8.850575,0.099781,0.1,1991-07-01,1992-12-01
1991-12-20,600602.SH,880.7,880.7,880.7,150800.0,1328000.0,8.806366,0.009999,0.01,1991-01-03,1992-12-01
1991-12-20,600651.SH,172.7,172.7,172.7,4900.0,84000.0,17.142857,0.099264,0.1,1991-09-02,1992-12-01
1991-12-20,600653.SH,145.0,145.0,145.0,12000.0,174000.0,14.5,0.1,0.1,1991-07-01,1992-02-27
1991-12-20,600654.SH,894.0,894.0,894.0,16800.0,150000.0,8.928571,0.009987,0.01,1991-07-01,1992-05-30
1991-12-23,600601.SH,89.6,89.6,89.6,28100.0,251000.0,8.932384,0.099692,0.1,1991-07-01,1992-12-01
1991-12-23,600602.SH,889.5,889.5,889.5,48800.0,434000.0,8.893443,0.009998,0.01,1991-01-03,1992-12-01
1991-12-23,600651.SH,174.4,174.4,174.4,1600.0,28000.0,17.5,0.100344,0.1,1991-09-02,1992-12-01
1991-12-23,600653.SH,146.5,146.5,146.5,1200.0,18000.0,15.0,0.102389,0.1,1991-07-01,1992-02-27
1991-12-23,600654.SH,902.9,902.9,902.9,5700.0,51000.0,8.947368,0.00991,0.01,1991-07-01,1992-05-30
1991-12-24,600601.SH,90.5,90.5,90.5,6400.0,57000.0,8.90625,0.098412,0.1,1991-07-01,1992-12-01
1991-12-24,600602.SH,889.5,889.5,889.5,23700.0,210000.0,8.860759,0.009962,0.01,1991-01-03,1992-12-01
1991-12-24,600651.SH,174.4,174.4,174.4,2500.0,43000.0,17.2,0.098624,0.1,1991-09-02,1992-12-01
1991-12-24,600654.SH,902.9,902.9,902.9,800.0,7000.0,8.75,0.009691,0.01,1991-07-01,1992-05-30
1991-12-25,600601.SH,90.5,90.5,90.5,6900.0,62000.0,8.985507,0.099287,0.1,1991-07-01,1992-12-01
1991-12-25,600602.SH,889.5,889.5,889.5,18300.0,162000.0,8.852459,0.009952,0.01,1991-01-03,1992-12-01
1991-12-25,600653.SH,146.5,146.5,146.5,1000.0,14000.0,14.0,0.095563,0.1,1991-07-01,1992-02-27
1991-12-25,600654.SH,911.9,911.9,911.9,6500.0,59000.0,9.076923,0.009954,0.01,1991-07-01,1992-05-30
1991-12-26,600601.SH,90.5,90.5,90.5,15300.0,138000.0,9.019608,0.099664,0.1,1991-07-01,1992-12-01
1991-12-26,600602.SH,889.5,889.5,889.5,59300.0,527000.0,8.887015,0.009991,0.01,1991-01-03,1992-12-01
1991-12-26,600653.SH,146.5,146.5,146.5,8600.0,126000.0,14.651163,0.100008,0.1,1991-07-01,1992-02-27
1991-12-26,600654.SH,921.0,921.0,921.0,8900.0,81000.0,9.101124,0.009882,0.01,1991-07-01,1992-05-30
1991-12-27,600601.SH,91.4,91.4,91.4,28000.0,256000.0,9.142857,0.100031,0.1,1991-07-01,1992-12-01
1991-12-27,600602.SH,898.4,898.4,898.4,84800.0,761000.0,8.974057,0.009989,0.01,1991-01-03,1992-12-01
1991-12-27,600651.SH,176.1,176.1,176.1,4000.0,70000.0,17.5,0.099375,0.1,1991-09-02,1992-12-01
1991-12-27,600653.SH,148.0,148.0,148.0,8500.0,126000.0,14.823529,0.100159,0.1,1991-07-01,1992-02-27
1991-12-27,600654.SH,930.2,930.2,930.2,4400.0,40000.0,9.090909,0.009773,0.01,1991-07-01,1992-05-30
1991-12-30,600601.SH,92.3,92.3,92.3,12600.0,115000.0,9.126984,0.098884,0.1,1991-07-01,1992-12-01
1991-12-30,600602.SH,898.4,898.4,898.4,20500.0,184000.0,8.97561,0.009991,0.01,1991-01-03,1992-12-01
1991-12-30,600651.SH,177.9,177.9,177.9,6000.0,105000.0,17.5,0.09837,0.1,1991-09-02,1992-12-01
1991-12-30,600653.SH,148.0,148.0,148.0,3900.0,57000.0,14.615385,0.098753,0.1,1991-07-01,1992-02-27
1991-12-30,600654.SH,930.2,930.2,930.2,4600.0,42000.0,9.130435,0.009816,0.01,1991-07-01,1992-05-30
1991-12-31,600601.SH,92.3,92.3,92.3,5500.0,50000.0,9.090909,0.098493,0.1,1991-07-01,1992-12-01
1991-12-31,600602.SH,898.4,898.4,898.4,11300.0,101000.0,8.938053,0.009949,0.01,1991-01-03,1992-12-01
1991-12-31,600651.SH,179.7,179.7,179.7,900.0,16000.0,17.777778,0.09893,0.1,1991-09-02,1992-12-01
1991-12-31,600653.SH,149.5,149.5,149.5,12100.0,180000.0,14.876033,0.099505,0.1,1991-07-01,1992-02-27
1991-12-31,600654.SH,939.5,939.5,939.5,9000.0,84000.0,9.333333,0.009934,0.01,1991-07-01,1992-05-30
1992-01-02,600651.SH,179.7,179.7,179.7,3100.0,55000.0,17.741935,0.098731,0.1,1991-09-02,1992-12-01
1992-01-03,600601.SH,92.3,92.3,92.3,29000.0,267000.0,9.206897,0.09975,0.1,1991-07-01,1992-12-01
1992-01-03,600602.SH,907.4,907.4,907.4,28100.0,254000.0,9.039146,0.009962,0.01,1991-01-03,1992-12-01
1992-01-03,600651.SH,181.5,181.5,181.5,4400.0,79000.0,17.954545,0.098923,0.1,1991-09-02,1992-12-01
1992-01-03,600653.SH,151.0,151.0,151.0,13200.0,198000.0,15.0,0.099338,0.1,1991-07-01,1992-02-27
1992-01-03,600654.SH,958.4,958.4,958.4,36200.0,346000.0,9.558011,0.009973,0.01,1991-07-01,1992-05-30
1992-01-06,600601.SH,93.2,93.2,93.2,67500.0,629000.0,9.318519,0.099984,0.1,1991-07-01,1992-12-01
