时间,成交编号,成交代码,委托代码,BS标志,成交价格,成交数量,叫卖序号,叫买序号
93044530,839215,,,B,160700,200,651882,652451
93044770,841416,,,B,160700,200,651884,653782
93044770,841417,,,B,160700,700,651888,653782
93044920,842534,,,B,160700,300,651888,654507
93044920,842535,,,B,160700,100,651893,654507
93045090,843973,,,B,160700,100,651896,655412
93045090,844116,,,B,160700,1100,651897,655497
93045090,844117,,,B,160700,900,651898,655497
93045670,848837,,,B,160700,200,651898,658487
93045710,849043,,,B,160700,100,651898,658626
93046280,854086,,,B,160700,200,651898,661907
93046410,854890,,,B,160700,100,651898,662441
93046410,854891,,,B,160700,300,651907,662441
93047050,860337,,,B,160700,100,651907,665758
93047050,860338,,,B,160700,300,651909,665758
93047050,860339,,,B,160700,100,651939,665758
93047100,860751,,,B,160700,400,651993,666033
93047160,861137,,,B,160700,500,651993,666258
93047160,861138,,,B,160700,400,652082,666258
93047160,861139,,,B,160700,200,654380,666258
93047160,861140,,,B,160700,300,654645,666258
93047160,861141,,,B,160700,300,654861,666258
93047160,861142,,,B,160700,2100,655058,666258
93047390,863116,,,S,160500,200,667516,576942
93047390,863117,,,S,160500,100,667516,598180
93047390,863118,,,S,160500,400,667516,640607
93047410,863370,,,S,160400,300,667673,473609
93047410,863371,,,S,160400,200,667673,500374
93047410,863372,,,S,160400,900,667673,503442
93047410,863373,,,S,160400,400,667673,520529
93047410,863374,,,S,160400,100,667673,542355
93047410,863378,,,S,160400,100,667676,542356
93047410,863379,,,S,160400,100,667676,542364
93047410,863380,,,S,160400,100,667676,550901
93047410,863381,,,S,160400,100,667676,551000
93047410,863382,,,S,160400,100,667676,564151
93047410,863383,,,S,160400,100,667676,623718
93047410,863384,,,S,160300,100,667676,513211
93047410,863385,,,S,160300,400,667676,545853
93047410,863386,,,S,160300,100,667677,569012
93047410,863387,,,S,160300,700,667677,589393
93047880,867550,,,B,160300,500,667677,670248
93047970,868082,,,B,160300,200,667677,670597
93048000,868498,,,B,160300,300,667677,670860
93048570,874038,,,B,160300,100,667677,674365
93048660,874676,,,B,160300,200,667677,674774
93048660,874677,,,B,160500,300,667516,674774
93049000,877586,,,B,160500,100,667516,676592
93049220,879439,,,B,160500,400,667516,677753
93049380,880744,,,B,160500,400,667516,678550
93049510,881786,,,B,160500,300,667516,679220
93049510,881857,,,B,160500,200,667516,679271
93049590,882626,,,B,160500,100,667516,679685
93049610,882801,,,B,160500,300,667516,679780
93049900,884965,,,B,160500,300,667516,681132
93049980,885702,,,B,160500,1000,667516,681564
93050070,886283,,,B,160500,100,667516,681906
93050340,888574,,,B,160500,200,667516,683331
93050420,889332,,,S,160200,25600,683784,358553
93050420,889333,,,S,160200,8400,683784,393819
93050420,889334,,,S,160200,100,683784,487614
93050420,889335,,,S,160200,800,683784,532339
93050420,889336,,,S,160200,100,683784,604478
93050420,889337,,,S,160200,100,683784,611032
93050420,889338,,,S,160200,21600,683784,654176
93050460,889365,,,S,160200,18600,683795,654176
93050460,889368,,,S,160200,1400,683797,654176
93050460,889369,,,S,160200,2000,683798,654176
93050460,889383,,,S,160200,500,683800,654176
93050460,889384,,,S,160100,200,683800,495851
93050460,889385,,,S,160100,1300,683800,509931
93050460,889386,,,S,160100,1100,683801,509931
93050460,889480,,,B,160200,500,683802,683867
93050460,889687,,,B,160200,300,683802,684001
93050460,889688,,,B,160200,200,683802,684002
93050460,889689,,,B,160500,100,667599,684002
93050500,889710,,,B,160500,300,667599,684018
93050500,889713,,,B,160500,300,667599,684021
93050500,889714,,,B,160500,200,667648,684022
93050500,889716,,,B,160500,300,667648,684024
93050500,890021,,,B,160500,100,667648,684214
93050500,890022,,,B,160500,200,667652,684214
93050540,890119,,,B,160500,200,667652,684282
93050540,890120,,,B,160500,200,678241,684282
93050540,890276,,,B,160500,100,679492,684374
93050600,890810,,,B,160500,100,679492,684699
93050640,890937,,,B,160500,300,679492,684779
93050640,890938,,,B,160500,200,680596,684779
93050640,891020,,,B,160500,100,680596,684838
93051470,898047,,,B,160200,300,685651,688991
93051670,900070,,,B,160200,100,685651,690288
93051700,900315,,,S,160100,600,690427,509931
93051700,900316,,,S,160100,400,690427,523172
93052340,905466,,,B,160200,100,685651,693476
93052450,906656,,,B,160200,400,685651,694153
93052750,909018,,,B,160200,100,686793,695594
93053070,911868,,,S,160100,100,697305,523172
93053090,911881,,,B,160200,200,686793,697315
93053390,914473,,,S,160100,200,698903,523172
93053390,914474,,,S,160100,100,698903,668410
93053390,914475,,,S,160100,300,698903,669941
93053390,914476,,,S,160100,100,698903,689044
93053390,914479,,,S,160000,600,698906,327318
93053390,914532,,,S,160000,1800,698945,327318
93053390,914533,,,S,160000,100,698945,327942
93053390,914534,,,S,160000,100,698945,328757
93053390,914535,,,S,160000,300,698946,328757
93053390,914536,,,S,160000,500,698946,331301
93053390,914537,,,S,160000,200,698946,337030
93053390,914538,,,S,160000,200,698946,341991
93053390,914539,,,S,160000,200,698946,346934
93053390,914540,,,S,160000,200,698946,354891
93053390,914541,,,S,160000,500,698946,358338
93053390,914543,,,S,160000,100,698948,358338
93053390,914544,,,S,160000,1000,698948,359949
93053390,914545,,,S,160000,700,698948,360452
93053390,914546,,,S,160000,200,698949,360452
93053390,914547,,,S,160000,100,698949,360594
93053390,914548,,,S,160000,400,698949,366073
93053390,914549,,,S,160000,200,698949,396500
93053390,914551,,,S,160000,800,698951,396500
93053390,914552,,,S,160000,300,698951,399543
93053390,914553,,,S,160000,1300,698951,399867
93053390,914554,,,S,160000,1800,698952,399867
93053390,914555,,,S,160000,6900,698953,399867
93053390,914556,,,S,160000,300,698953,400958
93053410,914677,,,B,160100,100,698905,699039
93053410,914678,,,B,160100,100,698911,699039
93053410,914681,,,B,160100,200,698911,699041
93053440,914931,,,B,160100,400,698911,699168
93053440,914932,,,B,160100,100,698914,699168
93053440,914933,,,B,160100,100,698915,699168
93053440,914934,,,B,160100,100,698916,699168
93053440,914935,,,B,160100,600,698918,699168
93053440,914936,,,B,160100,100,698919,699168
93053440,914937,,,B,160100,700,698993,699168
93053440,914938,,,B,160100,100,699040,699168
93053440,914939,,,B,160200,600,686793,699168
93053440,914940,,,B,160200,500,689040,699168
93053440,914976,,,B,160200,700,689040,699192
93053440,914999,,,B,160200,100,689040,699210
93053830,918380,,,B,160100,300,699414,701355
93053830,918381,,,B,160100,100,699495,701355
93053830,918382,,,B,160200,200,689040,701355
93054450,923470,,,B,160100,300,701700,704542
93054450,923471,,,B,160100,100,701734,704542
93054450,923472,,,B,160100,200,702319,704542
93054680,925434,,,B,160100,100,702327,705551
93054680,925435,,,B,160100,100,704882,705551
93054680,925825,,,B,160100,100,704882,705821
93054820,926867,,,B,160100,100,704914,706529
93054820,926879,,,B,160200,1000,689040,706538
93054900,927295,,,S,160100,100,706809,706529
93055020,928459,,,B,160100,100,707320,707495
93055020,928460,,,B,160200,100,689040,707495
93055020,928461,,,B,160200,100,690043,707495
93055020,928462,,,B,160200,500,692159,707496
93055060,928773,,,B,160100,400,707603,707706
93055060,928774,,,B,160100,100,707610,707706
93055060,928911,,,S,160000,100,707800,400958
93055060,928912,,,S,160000,300,707800,409775
93055060,928913,,,S,160000,100,707800,417920
93055060,928914,,,S,160000,100,707800,423832
93055060,928915,,,S,160000,100,707800,425787
93055060,928916,,,S,160000,100,707800,431181
93055490,932309,,,B,160100,200,707610,709940
93055550,932720,,,B,160100,100,708063,710203
93055550,932721,,,B,160200,700,695177,710203
93055550,932722,,,B,160200,2400,696088,710203
93056300,938739,,,S,160000,400,713840,431181
93056300,938740,,,S,160000,100,713840,432255
93056300,938741,,,S,160000,400,713840,432947
93056360,939289,,,B,160100,100,710736,714162
93056360,939297,,,B,160100,300,710736,714168
93056400,939344,,,B,160100,900,710736,714196
93056470,939972,,,B,160200,100,696088,714587
93056470,939983,,,B,160200,100,696088,714597
93056670,941578,,,B,160200,1200,696088,715647
93056770,942391,,,B,160200,1300,696088,716123
93056860,943026,,,B,160200,200,696088,716522
93057350,946772,,,S,160100,900,718841,714196
93057450,947262,,,B,160200,400,696088,719144
93057450,947263,,,B,160200,1100,699940,719144
93057450,947264,,,B,160200,100,704928,719144
93057450,947265,,,B,160200,1300,717541,719144
93057880,951029,,,S,160100,5500,721289,714198
93058020,952048,,,B,160200,700,717541,721913
93058300,954072,,,S,160300,700,723193,721913
93058300,954073,,,S,160300,1400,723193,721953
93058300,954097,,,B,160200,600,723193,723205
93058380,954763,,,B,160400,200,688165,723603
93058530,955950,,,B,160400,100,688165,724335
93058530,955951,,,B,160400,200,690901,724335
93058560,956013,,,S,160100,1700,724375,714198
93058560,956014,,,S,160100,200,724375,714199
93058560,956138,,,B,160400,100,696151,724451
93058660,956936,,,S,160100,6300,724961,714199
93058660,956937,,,S,160100,900,724961,714201
93058660,956938,,,S,160100,2400,724961,714202
93058660,956939,,,S,160100,1800,724961,714203
93058660,956940,,,S,160100,2000,724961,714204
93058660,956941,,,S,160100,200,724961,714243
93058850,958113,,,S,160100,400,725711,714243
93058880,958149,,,S,160100,600,725733,714243
93058880,958150,,,S,160100,200,725734,714243
93058880,958151,,,S,160100,500,725734,714244
93058880,958154,,,S,160100,200,725737,714245
93058880,958155,,,S,160100,400,725738,714245
93058880,958158,,,S,160100,800,725741,714245
93058880,958159,,,S,160100,100,725741,714251
93058880,958163,,,S,160100,200,725745,714251
93058880,958170,,,S,160100,700,725751,714251
93058880,958171,,,S,160100,100,725751,714259
93058880,958176,,,S,160100,100,725755,714259
93058880,958177,,,S,160100,400,725755,714260
93058880,958180,,,S,160100,300,725757,714260
93058880,958181,,,S,160100,300,725757,714261
93058880,958211,,,S,160100,500,725775,714261
93058880,958212,,,S,160100,200,725775,714362
93058920,958795,,,S,160100,600,726085,714364
93059040,959471,,,B,160400,400,696151,726443
93059420,962236,,,S,160200,300,728112,726341
93059460,962528,,,B,160400,700,696151,728316
93059460,962529,,,B,160400,100,696151,728317
93059460,962538,,,B,160400,500,696151,728326
93059460,962541,,,B,160400,500,696151,728329
93059460,962542,,,B,160500,100,684759,728329
93059460,962543,,,B,160500,600,684759,728330
93059460,962544,,,B,160500,400,693923,728330
93059460,962546,,,B,160500,300,693923,728332
93059470,962813,,,B,160500,200,693923,728454
93059470,962814,,,B,160500,200,707459,728454
93059470,962815,,,B,160500,100,727970,728454
93059470,962816,,,B,160600,900,668740,728454
93059470,962827,,,B,160600,100,668740,728455
93059470,962828,,,B,160600,400,674008,728455
93059470,962829,,,B,160600,900,681786,728455
93059640,963953,,,B,160600,100,681786,729177
93059640,963954,,,B,160700,2300,655577,729177
93059670,964243,,,S,160500,100,729357,728564
93059720,964513,,,B,160700,2400,655577,729544
93059940,965984,,,S,160600,200,730449,729503
93059940,965985,,,S,160600,200,730450,729503
